Gene,LogFC
DCP2,-2.066713279
PAMR1,-3.73807971
LOC100505761,-2.679669537
ZNF727,-6.638159846
NTSR1,-4.476612347
MIR3675,-4.103966313
NARS,-4.050541501
DYDC2,-5.882448945
KRT36,-5.345774617
HIST1H3B,-5.462267272
VAX2,-4.442122561
LOC730811,-6.089943277
HBZ,-4.843023606
RPAP3,-1.855764877
MIR4503,-4.339991966
LOC439949,-2.458771646
SLC45A2,-4.682371043
P2RX3,-5.812267208
TOP2A,-5.034859778
LOC100505633,-3.567736168
CNO,-2.016660623
MIR3911,-3.223263098
CSPG4P1Y,-8.622467518
LPIN1,-2.724503851
PCDHB11,-3.597138727
TEX13B,-2.627849077
CKAP2,-5.386817004
LOC100505718,-5.332743473
HTT-AS1,-4.788380258
RPL34-AS1,-5.364024716
MAGEE1,-3.081144659
RPL7A,-10.27506688
OR10K1,-3.808891827
FRMD6,-2.330038817
OR5H2,-3.849390059
SSBP2,-3.522465764
FBXL18,-2.007899045
BCHE,-4.156747316
LOC146513,-5.812079104
HLTF,-1.807569118
ZNF468,-4.667067453
SPRED3,-3.068057344
CBS,-2.843612678
GPR110,-3.205692576
INPP5D,-4.474705898
BICD2,-2.740691607
GRM5,-4.553122803
HIST1H3C,-3.533404909
MIR129-1,-6.375427681
FAM176C,-2.047321011
NKAP,-2.14153726
EHMT1,-2.860341256
ZIM2,-2.107674843
RPF2,-3.162440895
OSTN,-4.659860295
ERH,-4.617964946
TNIP3,-4.043813165
MIR208A,-3.431433912
LAMB1,-2.508345088
KRT4,-2.687918756
HIST2H2BE,-2.070785218
S100A4,-1.1923334
ZC3HAV1,-1.576388541
IL21R,-4.573319681
ELOF1,-2.050392023
MVK,-2.312733926
FAM69A,-3.592042558
EDN1,-2.660475039
C11orf31,-2.301462545
CD37,-3.719781506
TUBGCP2,-1.298270661
KRT16P2,-2.045039239
ZMYM2,-3.04512297
CXCR1,-3.904222971
TRADD,-2.195876323
RDX,-4.116420564
TMEM213,-4.373146862
ABCA10,-3.013406046
SLC7A14,-4.819433615
CASP10,-3.67459311
LOC100506023,-3.604255709
BEND7,-2.845778083
NTF4,-2.429313522
SP140L,-2.649195648
CROT,-3.284087472
LOC100507423,-3.094770672
LOC158435,-4.251997066
ATP13A1,-2.047508728
FCER2,-5.856036015
CNOT10,-2.132126533
MIR125B2,-5.650086651
TMEM119,-6.055767952
HAVCR2,-5.314660356
TNFRSF4,-2.583457292
RPL35A,-3.556674829
LRRC46,-2.607512325
GPR97,-3.430350161
ACN9,-4.009314987
ANKRD44,-2.857284513
MKI67,-2.866723645
CASP6,-2.580766211
PI16,-4.659913409
ZNRF2P1,-5.171440873
RBP5,-2.698373081
AKAP5,-3.284521501
HLA-DQA1,-3.842539898
XRCC5,-1.877058442
ACYP2,-2.976956682
GLUD1P7,-2.956575304
CDK19,-2.644527762
RSPH10B,-4.674557775
IL28B,-7.335447227
METTL21CP1,-5.59468991
CENPJ,-1.412719051
SEC31A,-2.206982666
AADAC,-3.743791097
HIST1H3I,-2.792747703
SP4,-2.326306607
FFAR1,-6.363945324
ITGA2B,-4.114976877
UBE2NL,-5.991016628
KCNT1,-10.54077146
SNORA65,-4.10742663
TFCP2,-2.138328646
ZNF80,-3.441868599
CASQ1,-6.388984083
FAM170A,-4.742744318
LOC284757,-3.278977227
EVI2A,-4.16941637
KRT5,-11.92451355
EML1,-4.303805184
CORT,-4.383643585
MIR4795,-2.533997433
TUBB4B,-4.137175982
FBLN1,-5.093821444
MIR1179,-10.8194042
MBL2,-6.232777372
LOC100507055,-5.044556609
MRPS28,-2.985077958
VSIG8,-4.493710372
MAMDC4,-3.142434352
OR1B1,-6.145358855
ACSL5,-2.646284765
LOC643339,-4.108671581
SRPK2,-2.571165715
ENTPD1,-4.871532566
RPL9,-7.258976144
XRCC1,-2.551073006
RACGAP1,-4.979335279
SLA2,-3.095188883
DNASE1L1,-1.92097164
GOLGA6L4,-4.182318124
TRAFD1,-1.524915222
PCDH18,-2.766227612
KLRG2,-4.530995055
MYRIP,-4.987242199
RBAK,-1.718275573
KRBA1,-2.200177265
TGM4,-2.671469984
ULK4P1,-4.558587978
ETS2,-3.356650227
MIR4738,-5.459764733
MSH5-SAPCD1,-2.160370951
TTTY7,-6.351105986
DLGAP4,-1.543995514
PRAMEF19,-5.570674953
ADCY2,-3.453279403
GATM,-2.852216945
RBMXL3,-5.713713087
IAPP,-4.684947286
DBF4,-2.589431359
C2orf62,-4.479158693
KIAA1656,-2.390951946
OBSCN,-3.036745238
PACS2,-3.606143856
TXK,-1.784538612
UACA,-3.593897083
INHBA-AS1,-2.62592297
OR6C65,-5.356668521
7-Sep,-2.790496246
ARPP21,-2.315793029
C14orf180,-5.344666749
LOC400685,-3.89504555
TMEM150A,-2.642492005
KCTD18,-2.327751153
CRCP,-2.44794059
VNN3,-3.390389708
MCM2,-1.873985603
GFER,-2.433145141
LOC283585,-5.0874288
GUCY2F,-4.157724822
FOXI2,-6.454051065
MIR197,-5.145576393
SNORD115-4,-5.294274405
SMURF2,-2.228875451
PCMTD1,-3.188037538
LOC283070,-2.235451283
PITX1,-4.00324606
SPAG17,-3.795526688
PRDM1,-1.974307442
11-Mar,-2.758925712
OR2T12,-4.409112909
C11orf35,-2.277215204
MPHOSPH9,-1.361736054
ADRBK1,-1.932417317
LOC93622,-1.718781929
APOA4,-4.142351289
DERL1,-3.242600643
GSTM4,-2.187568196
SGK223,-3.679956158
SNORA70C,-4.342702473
RPL10,-5.368332096
CHMP4A,-1.489063345
TPSAB1,-5.211987205
LY86-AS1,-8.326373883
MMP20,-3.469015768
DDAH1,-1.996957153
SNORD95,-5.99870543
SRSF9,-2.006284399
ANKHD1,-4.06057204
DMRT3,-2.955249951
APLP1,-3.205930184
AMMECR1,-4.410554816
BPESC1,-5.27253973
TMEM145,-3.433529574
C1orf52,-2.842612966
RANBP3,-2.05757243
MEIS3,-2.878596066
HDHD2,-1.887289345
KRT7,-1.633068931
LOC100129515,-4.347672506
ITPR2,-3.225907929
T,-5.216412699
DCAF12L2,-5.197674409
TEPP,-2.560289002
PSMD14,-1.835069244
KLHDC4,-2.669262922
PRAMEF7,-5.225290271
SNORD4B,-9.585386933
CAMKV,-4.328083277
LOC100506190,-2.692669561
LOC100129620,-2.807927719
PPAT,-1.302573535
CCDC132,-2.914200121
SCYL2,-1.612065195
PAEP,-10.35986491
MIR548M,-2.337678685
LOC100133985,-3.855318964
DUSP8,-6.210010996
GOLGA3,-1.8133706
VMO1,-2.444006692
IRX3,-1.409324951
RHOA,-2.7227344
USP28,-1.823335694
DZANK1,-2.636067124
LCMT2,-1.586939124
NOSTRIN,-2.08370091
TPRG1,-2.010044393
HTRA3,-3.306652985
B3GALT1,-5.179929755
CXorf26,-4.528567181
PCDH9-AS3,-3.26509396
KCNA3,-3.976425488
COL4A6,-2.702352068
LOC100506385,-1.887116177
SAMD8,-2.829757162
FLJ36000,-5.280932177
PRR23C,-5.062423327
AGAP9,-3.63744592
SOCS3,-3.380257341
TBX4,-2.835593405
PLK5,-4.083178509
DLX4,-4.093800789
ZNF192,-2.127278996
LINC00443,-4.767578046
RBMY1A3P,-8.326042994
ANKUB1,-2.575746003
NDUFB8,-1.748149
PRR7,-3.282190868
RALGAPB,-2.463202223
RIMKLB,-2.694212387
ASCL1,-7.387532249
SH3GL2,-2.785631906
EFCAB4A,-3.272811083
RBMY2FP,-8.243336935
C18orf26,-1.799973034
NFKB2,-1.394011483
GLOD4,-2.912901253
BPY2,-8.183785223
FRMD1,-3.439805778
GKN1,-4.380900678
KCTD5,-3.840871303
TEX11,-4.926952283
CXorf61,-4.191552781
MIR4490,-5.678109932
UTP3,-2.824105161
NOL9,-2.641710701
TUBA4A,-2.360105265
KRTAP5-10,-4.698861462
FAM123A,-5.171309541
CCR5,-5.50498874
GRPR,-2.568282426
LOC554206,-2.248078633
OR13C2,-5.027671242
CCDC74A,-2.338940541
GNAO1,-4.389027982
LRRIQ1,-3.440496686
MIR1272,-4.004795373
SMN2,-1.515603241
OR5I1,-5.000309433
LOC100289673,-4.217260342
LOC728758,-4.046449031
MYCN,-2.100227094
ACTR3BP5,-3.477473879
GPRC6A,-4.863299851
BEND4,-6.428608307
C9orf171,-4.866763664
PLAC9,-4.272337116
MIR4321,-4.332132412
VENTX,-4.828740438
ARRDC2,-1.668366179
MIR548F1,-3.980303822
RPP30,-1.523638715
COLEC10,-4.338485062
FAM176A,-4.11957722
NTNG2,-4.218570819
ZNF843,-6.257839675
PRDX5,-3.187415925
HSD3BP4,-2.651148957
FAM134A,-2.011670096
PSMB8,-1.444654555
PXT1,-3.370633911
PPP1R3D,-1.131848043
IBSP,-4.999248732
MSMO1,-4.44511783
MIR7-2,-2.348763522
IMPDH2,-2.941312538
SH3GL3,-3.865512963
SNORD36A,-2.918022063
MAP9,-7.514533521
SAMD5,-3.043141064
COL2A1,-2.794019376
NDUFAF5,-3.241141657
FAXC,-2.25822261
PHTF2,-2.141287729
FAM110D,-5.159689077
TOMM6,-2.609092222
CHFR,-2.817307307
SNORA3,-2.515572125
NPPA-AS1,-2.842556572
MIR4276,-7.797439768
SORL1,-4.026718281
HHIPL2,-3.539506565
FAM86C2P,-2.551877403
CXXC1P1,-3.68481422
FMR1,-4.336078659
ZSCAN5B,-1.871239871
GRID2,-3.718599612
CANT1,-3.678130006
VNN1,-3.394061868
LOC729603,-5.036391781
LARP6,-3.670149496
SYNE1,-2.06939588
TMEM18,-5.328699769
EPHA6,-4.876123341
CHIC1,-2.290030311
MXRA8,-2.688429332
MIR486,-3.831995087
MIR3668,-6.604404307
AOC3,-5.419807641
CYP2G1P,-4.330303561
HSD3B2,-2.892812092
TEX19,-3.436893988
PAH,-7.491743896
ZNF716,-7.678006194
SNORD96B,-4.236960078
KCNQ2,-2.329801081
MIR603,-5.226738043
RAPGEF6,-2.938880917
CDH17,-4.521584536
JAKMIP2,-3.060653504
FAM138B,-2.965361365
CTSK,-1.487191807
OR1L1,-5.202309683
TRIM59,-2.090316593
CST4,-6.034500547
PFN1,-3.668666888
FCGR2A,-5.051030745
RBMY1D,-7.570046609
GOLGA6C,-2.215351835
TTLL2,-6.73062726
HSD11B2,-2.63959638
FLNA,-7.542153976
PTPRJ,-2.285045731
OTX2-AS1,-3.828121636
XIAP,-4.441144702
PPP1R3F,-2.517423584
DNASE1L3,-2.658878449
MAP3K5,-1.935551714
VWC2,-4.882261524
NPM3,-1.946007931
GPR37,-3.704866764
SPATA19,-2.857676401
LOC644189,-3.485414479
DET1,-2.633544117
C4orf32,-1.991153719
NT5C1B,-3.312866216
TRIM11,-1.88072943
MPP6,-6.983203879
KIF7,-2.227723963
C3orf79,-7.035854578
SPANXN1,-6.31447659
MIR3975,-4.627136948
SARM1,-3.542631377
PFDN2,-1.897837228
NRK,-4.136352924
TMCO1,-4.544257613
LOC100507404,-4.980741261
PPRC1,-2.194446107
CYP21A2,-3.228301338
FAM47B,-3.948322363
SYNC,-2.074347367
PYCRL,-1.451418147
RHOXF2,-7.31464521
SNAR-F,-4.592130937
LCLAT1,-2.654312805
QRSL1,-2.363066506
ARHGAP18,-4.000260423
TMEM123,-1.407504145
PNMT,-6.217255884
LOC100287482,-3.190536547
MIR4330,-4.409367356
EFNA4,-3.638151028
MIR4435-2,-4.901757181
UPF3B,-6.78668444
KLF17,-3.990403792
PPFIA3,-4.233400139
CALD1,-2.777292688
KCNC4,-2.02898111
TDRD1,-5.014922332
HADHA,-2.184554457
SHMT2,-2.370407451
C17orf102,-3.932034988
STAT3,-3.019905007
HRH3,-3.082468519
CYP2J2,-3.865736378
ESD,-6.333178488
TRIM25,-3.313943284
C10orf131,-4.124929074
DAB2IP,-4.472887546
MYLK2,-5.344590014
RASSF4,-2.764317375
NCL,-3.290892589
SLC17A8,-4.528066791
IFI30,-2.591771615
UTS2D,-5.142081121
ITM2A,-2.197892916
PHKG1,-2.732721928
THYN1,-2.048814524
ZNF319,-1.806434355
CLEC19A,-4.606138526
C1orf38,-1.986446334
COA1,-2.744912953
LOC100288846,-1.739718386
THAP7,-2.528499763
DHCR24,-3.07680801
MIR933,-3.06579446
KCND2,-3.941589738
CNTD2,-4.614387415
PNMA6A,-4.228348721
ENO4,-2.873320948
CRYL1,-3.849765238
ZFP91,-1.585368634
FAM54A,-2.245212422
CELF3,-3.511536549
DHX33,-1.666761951
ADAMTS4,-4.158650062
ONECUT3,-5.304534803
MAPK8,-4.027603876
OSBPL1A,-4.375936247
UQCR10,-4.377084992
MOS,-4.986598867
SNRPD2P2,-1.386039909
CFHR4,-4.449775784
PAPD4,-1.584439193
C15orf40,-3.076218429
MIR501,-4.740557783
UPF3A,-4.313939883
LYPD6,-2.223466163
CNTN1,-2.084154833
MAGEA10,-4.269786931
DOLK,-2.868281407
FLJ43879,-3.847216542
ZBTB11,-1.560868652
C17orf74,-3.092546669
LOC339535,-2.878225075
STX8,-5.548848372
LOC728373,-3.923952732
MRI1,-3.456622149
PSMB2,-1.508159024
AMH,-4.284631719
MIR210HG,-3.144239434
LHFPL4,-5.550080156
TPP2,-4.254846425
ASCL3,-3.525429783
MIR450A1,-4.34429807
ARHGEF16,-2.542272508
ZNF706,-2.519348126
MIR491,-4.314436027
MIR30C1,-4.648162464
FGF7,-2.162259987
AP2B1,-2.070166297
MIR4280,-7.05172372
MIRLET7A2,-3.593903995
RAC1,-2.932931569
SLC25A37,-2.091231731
ISCU,-3.680207336
AKR1A1,-1.967460146
NBEAP1,-2.434622585
ACVR1C,-3.266359983
ZNF83,-4.126018757
RRP36,-1.962969509
PRM2,-4.247067458
MUTED-TXNDC5,-2.466602939
PLXNB3,-2.179825473
